state,country,date,recovered
Saint Pierre and Miquelon,France,4/20/20,0
Saint Pierre and Miquelon,France,4/21/20,0
Saint Pierre and Miquelon,France,4/22/20,0
Saint Pierre and Miquelon,France,4/23/20,0
Saint Pierre and Miquelon,France,4/24/20,0
Saint Pierre and Miquelon,France,4/25/20,0
Saint Pierre and Miquelon,France,4/26/20,0
Saint Pierre and Miquelon,France,4/27/20,0
Saint Pierre and Miquelon,France,4/28/20,0
Saint Pierre and Miquelon,France,4/29/20,0
Saint Pierre and Miquelon,France,4/30/20,0
Saint Pierre and Miquelon,France,5/1/20,0
Saint Pierre and Miquelon,France,5/2/20,0
Saint Pierre and Miquelon,France,5/3/20,0
Saint Pierre and Miquelon,France,5/4/20,0
Saint Pierre and Miquelon,France,5/5/20,0
Saint Pierre and Miquelon,France,5/6/20,0
Saint Pierre and Miquelon,France,5/7/20,0
Saint Pierre and Miquelon,France,5/8/20,0
Saint Pierre and Miquelon,France,5/9/20,0
Saint Pierre and Miquelon,France,5/10/20,0
Saint Pierre and Miquelon,France,5/11/20,1
Saint Pierre and Miquelon,France,5/12/20,1
Saint Pierre and Miquelon,France,5/13/20,1
Saint Pierre and Miquelon,France,5/14/20,1
Saint Pierre and Miquelon,France,5/15/20,1
Saint Pierre and Miquelon,France,5/16/20,1
Saint Pierre and Miquelon,France,5/17/20,1
Saint Pierre and Miquelon,France,5/18/20,1
Saint Pierre and Miquelon,France,5/19/20,1
Saint Pierre and Miquelon,France,5/20/20,1
Saint Pierre and Miquelon,France,5/21/20,1
Saint Pierre and Miquelon,France,5/22/20,1
Saint Pierre and Miquelon,France,5/23/20,1
Saint Pierre and Miquelon,France,5/24/20,1
Saint Pierre and Miquelon,France,5/25/20,1
Saint Pierre and Miquelon,France,5/26/20,1
Saint Pierre and Miquelon,France,5/27/20,1
Saint Pierre and Miquelon,France,5/28/20,1
Saint Pierre and Miquelon,France,5/29/20,1
Saint Pierre and Miquelon,France,5/30/20,1
Saint Pierre and Miquelon,France,5/31/20,1
Saint Pierre and Miquelon,France,6/1/20,1
Saint Pierre and Miquelon,France,6/2/20,1
Saint Pierre and Miquelon,France,6/3/20,1
Saint Pierre and Miquelon,France,6/4/20,1
Saint Pierre and Miquelon,France,6/5/20,1
Saint Pierre and Miquelon,France,6/6/20,1
Saint Pierre and Miquelon,France,6/7/20,1
Saint Pierre and Miquelon,France,6/8/20,1
Saint Pierre and Miquelon,France,6/9/20,1
Saint Pierre and Miquelon,France,6/10/20,1
Saint Pierre and Miquelon,France,6/11/20,1
Saint Pierre and Miquelon,France,6/12/20,1
Saint Pierre and Miquelon,France,6/13/20,1
Saint Pierre and Miquelon,France,6/14/20,1
Saint Pierre and Miquelon,France,6/15/20,1
Saint Pierre and Miquelon,France,6/16/20,1
Saint Pierre and Miquelon,France,6/17/20,1
Saint Pierre and Miquelon,France,6/18/20,1
Saint Pierre and Miquelon,France,6/19/20,1
Saint Pierre and Miquelon,France,6/20/20,1
Saint Pierre and Miquelon,France,6/21/20,1
Saint Pierre and Miquelon,France,6/22/20,1
Saint Pierre and Miquelon,France,6/23/20,1
Saint Pierre and Miquelon,France,6/24/20,1
Saint Pierre and Miquelon,France,6/25/20,1
Saint Pierre and Miquelon,France,6/26/20,1
Saint Pierre and Miquelon,France,6/27/20,1
Saint Pierre and Miquelon,France,6/28/20,1
Saint Pierre and Miquelon,France,6/29/20,1
Saint Pierre and Miquelon,France,6/30/20,1
Saint Pierre and Miquelon,France,7/1/20,1
Saint Pierre and Miquelon,France,7/2/20,1
Saint Pierre and Miquelon,France,7/3/20,1
Saint Pierre and Miquelon,France,7/4/20,1
Saint Pierre and Miquelon,France,7/5/20,1
Saint Pierre and Miquelon,France,7/6/20,1
Saint Pierre and Miquelon,France,7/7/20,1
Saint Pierre and Miquelon,France,7/8/20,1
Saint Pierre and Miquelon,France,7/9/20,1
Saint Pierre and Miquelon,France,7/10/20,1
Saint Pierre and Miquelon,France,7/11/20,1
Saint Pierre and Miquelon,France,7/12/20,1
Saint Pierre and Miquelon,France,7/13/20,1
Saint Pierre and Miquelon,France,7/14/20,1
Saint Pierre and Miquelon,France,7/15/20,1
Saint Pierre and Miquelon,France,7/16/20,1
Saint Pierre and Miquelon,France,7/17/20,1
Saint Pierre and Miquelon,France,7/18/20,1
Saint Pierre and Miquelon,France,7/19/20,1
Saint Pierre and Miquelon,France,7/20/20,1
Saint Pierre and Miquelon,France,7/21/20,1
Saint Pierre and Miquelon,France,7/22/20,1
Saint Pierre and Miquelon,France,7/23/20,1
Saint Pierre and Miquelon,France,7/24/20,1
Saint Pierre and Miquelon,France,7/25/20,1
Saint Pierre and Miquelon,France,7/26/20,1
Saint Pierre and Miquelon,France,7/27/20,1
Saint Pierre and Miquelon,France,7/28/20,1
Saint Pierre and Miquelon,France,7/29/20,1
Saint Pierre and Miquelon,France,7/30/20,1
Saint Pierre and Miquelon,France,7/31/20,1
Saint Pierre and Miquelon,France,8/1/20,1
Saint Pierre and Miquelon,France,8/2/20,1
Saint Pierre and Miquelon,France,8/3/20,1
Saint Pierre and Miquelon,France,8/4/20,1
Saint Pierre and Miquelon,France,8/5/20,1
Saint Pierre and Miquelon,France,8/6/20,1
Saint Pierre and Miquelon,France,8/7/20,1
Saint Pierre and Miquelon,France,8/8/20,1
Saint Pierre and Miquelon,France,8/9/20,1
Saint Pierre and Miquelon,France,8/10/20,1
Saint Pierre and Miquelon,France,8/11/20,1
Saint Pierre and Miquelon,France,8/12/20,1
Saint Pierre and Miquelon,France,8/13/20,1
St Martin,France,1/22/20,0
St Martin,France,1/23/20,0
St Martin,France,1/24/20,0
St Martin,France,1/25/20,0
St Martin,France,1/26/20,0
St Martin,France,1/27/20,0
St Martin,France,1/28/20,0
St Martin,France,1/29/20,0
St Martin,France,1/30/20,0
St Martin,France,1/31/20,0
St Martin,France,2/1/20,0
St Martin,France,2/2/20,0
St Martin,France,2/3/20,0
St Martin,France,2/4/20,0
St Martin,France,2/5/20,0
St Martin,France,2/6/20,0
St Martin,France,2/7/20,0
St Martin,France,2/8/20,0
St Martin,France,2/9/20,0
St Martin,France,2/10/20,0
St Martin,France,2/11/20,0
St Martin,France,2/12/20,0
St Martin,France,2/13/20,0
St Martin,France,2/14/20,0
St Martin,France,2/15/20,0
St Martin,France,2/16/20,0
St Martin,France,2/17/20,0
St Martin,France,2/18/20,0
St Martin,France,2/19/20,0
St Martin,France,2/20/20,0
St Martin,France,2/21/20,0
St Martin,France,2/22/20,0
St Martin,France,2/23/20,0
St Martin,France,2/24/20,0
St Martin,France,2/25/20,0
St Martin,France,2/26/20,0
St Martin,France,2/27/20,0
St Martin,France,2/28/20,0
St Martin,France,2/29/20,0
St Martin,France,3/1/20,0
St Martin,France,3/2/20,0
St Martin,France,3/3/20,0
St Martin,France,3/4/20,0
St Martin,France,3/5/20,0
St Martin,France,3/6/20,0
St Martin,France,3/7/20,0
St Martin,France,3/8/20,0
St Martin,France,3/9/20,0
St Martin,France,3/10/20,0
St Martin,France,3/11/20,0
St Martin,France,3/12/20,0
St Martin,France,3/13/20,0
St Martin,France,3/14/20,0
St Martin,France,3/15/20,0
St Martin,France,3/16/20,0
St Martin,France,3/17/20,0
St Martin,France,3/18/20,0
St Martin,France,3/19/20,0
St Martin,France,3/20/20,0
St Martin,France,3/21/20,0
St Martin,France,3/22/20,0
St Martin,France,3/23/20,0
St Martin,France,3/24/20,0
St Martin,France,3/25/20,0
St Martin,France,3/26/20,0
St Martin,France,3/27/20,0
St Martin,France,3/28/20,0
St Martin,France,3/29/20,0
St Martin,France,3/30/20,2
St Martin,France,3/31/20,2
St Martin,France,4/1/20,2
St Martin,France,4/2/20,2
St Martin,France,4/3/20,2
St Martin,France,4/4/20,5
St Martin,France,4/5/20,7
St Martin,France,4/6/20,7
St Martin,France,4/7/20,7
St Martin,France,4/8/20,7
St Martin,France,4/9/20,7
St Martin,France,4/10/20,11
St Martin,France,4/11/20,11
St Martin,France,4/12/20,11
St Martin,France,4/13/20,11
St Martin,France,4/14/20,11
St Martin,France,4/15/20,13
St Martin,France,4/16/20,13
St Martin,France,4/17/20,13
St Martin,France,4/18/20,19
St Martin,France,4/19/20,19
St Martin,France,4/20/20,19
St Martin,France,4/21/20,19
St Martin,France,4/22/20,19
St Martin,France,4/23/20,19
St Martin,France,4/24/20,24
St Martin,France,4/25/20,24
St Martin,France,4/26/20,24
St Martin,France,4/27/20,24
St Martin,France,4/28/20,24
St Martin,France,4/29/20,24
St Martin,France,4/30/20,24
St Martin,France,5/1/20,27
St Martin,France,5/2/20,27
St Martin,France,5/3/20,27
St Martin,France,5/4/20,29
St Martin,France,5/5/20,29
St Martin,France,5/6/20,29
St Martin,France,5/7/20,30
St Martin,France,5/8/20,30
St Martin,France,5/9/20,30
St Martin,France,5/10/20,30
St Martin,France,5/11/20,30
St Martin,France,5/12/20,30
St Martin,France,5/13/20,30
St Martin,France,5/14/20,30
St Martin,France,5/15/20,30
St Martin,France,5/16/20,30
St Martin,France,5/17/20,30
St Martin,France,5/18/20,30
St Martin,France,5/19/20,30
St Martin,France,5/20/20,33
St Martin,France,5/21/20,33
St Martin,France,5/22/20,33
St Martin,France,5/23/20,33
St Martin,France,5/24/20,33
St Martin,France,5/25/20,33
St Martin,France,5/26/20,33
St Martin,France,5/27/20,33
St Martin,France,5/28/20,33
St Martin,France,5/29/20,33
St Martin,France,5/30/20,33
St Martin,France,5/31/20,33
St Martin,France,6/1/20,33
St Martin,France,6/2/20,33
St Martin,France,6/3/20,33
St Martin,France,6/4/20,33
St Martin,France,6/5/20,33
St Martin,France,6/6/20,33
St Martin,France,6/7/20,33
St Martin,France,6/8/20,33
St Martin,France,6/9/20,33
St Martin,France,6/10/20,33
St Martin,France,6/11/20,33
St Martin,France,6/12/20,36
St Martin,France,6/13/20,36
St Martin,France,6/14/20,36
St Martin,France,6/15/20,36
St Martin,France,6/16/20,36
St Martin,France,6/17/20,36
St Martin,France,6/18/20,36
St Martin,France,6/19/20,36
St Martin,France,6/20/20,36
St Martin,France,6/21/20,36
St Martin,France,6/22/20,36
St Martin,France,6/23/20,36
St Martin,France,6/24/20,36
St Martin,France,6/25/20,36
St Martin,France,6/26/20,36
St Martin,France,6/27/20,36
St Martin,France,6/28/20,37
St Martin,France,6/29/20,37
St Martin,France,6/30/20,37
St Martin,France,7/1/20,37
St Martin,France,7/2/20,37
St Martin,France,7/3/20,37
St Martin,France,7/4/20,37
St Martin,France,7/5/20,37
St Martin,France,7/6/20,37
St Martin,France,7/7/20,37
St Martin,France,7/8/20,37
St Martin,France,7/9/20,37
St Martin,France,7/10/20,37
St Martin,France,7/11/20,37
St Martin,France,7/12/20,37
St Martin,France,7/13/20,37
St Martin,France,7/14/20,37
St Martin,France,7/15/20,37
St Martin,France,7/16/20,37
St Martin,France,7/17/20,39
St Martin,France,7/18/20,39
St Martin,France,7/19/20,39
St Martin,France,7/20/20,39
St Martin,France,7/21/20,39
St Martin,France,7/22/20,39
St Martin,France,7/23/20,39
St Martin,France,7/24/20,39
St Martin,France,7/25/20,41
St Martin,France,7/26/20,41
St Martin,France,7/27/20,41
St Martin,France,7/28/20,41
St Martin,France,7/29/20,41
St Martin,France,7/30/20,41
St Martin,France,7/31/20,41
St Martin,France,8/1/20,41
St Martin,France,8/2/20,41
St Martin,France,8/3/20,41
St Martin,France,8/4/20,41
St Martin,France,8/5/20,41
St Martin,France,8/6/20,41
St Martin,France,8/7/20,41
St Martin,France,8/8/20,41
St Martin,France,8/9/20,44
St Martin,France,8/10/20,44
St Martin,France,8/11/20,44
St Martin,France,8/12/20,44
St Martin,France,8/13/20,45
Aruba,Netherlands,1/22/20,0
Aruba,Netherlands,1/23/20,0
Aruba,Netherlands,1/24/20,0
Aruba,Netherlands,1/25/20,0
Aruba,Netherlands,1/26/20,0
Aruba,Netherlands,1/27/20,0
Aruba,Netherlands,1/28/20,0
Aruba,Netherlands,1/29/20,0
Aruba,Netherlands,1/30/20,0
Aruba,Netherlands,1/31/20,0
Aruba,Netherlands,2/1/20,0
Aruba,Netherlands,2/2/20,0
Aruba,Netherlands,2/3/20,0
Aruba,Netherlands,2/4/20,0
Aruba,Netherlands,2/5/20,0
Aruba,Netherlands,2/6/20,0
Aruba,Netherlands,2/7/20,0
Aruba,Netherlands,2/8/20,0
Aruba,Netherlands,2/9/20,0
Aruba,Netherlands,2/10/20,0
Aruba,Netherlands,2/11/20,0
Aruba,Netherlands,2/12/20,0
Aruba,Netherlands,2/13/20,0
Aruba,Netherlands,2/14/20,0
Aruba,Netherlands,2/15/20,0
Aruba,Netherlands,2/16/20,0
Aruba,Netherlands,2/17/20,0
Aruba,Netherlands,2/18/20,0
Aruba,Netherlands,2/19/20,0
Aruba,Netherlands,2/20/20,0
Aruba,Netherlands,2/21/20,0
Aruba,Netherlands,2/22/20,0
Aruba,Netherlands,2/23/20,0
Aruba,Netherlands,2/24/20,0
Aruba,Netherlands,2/25/20,0
Aruba,Netherlands,2/26/20,0
Aruba,Netherlands,2/27/20,0
Aruba,Netherlands,2/28/20,0
Aruba,Netherlands,2/29/20,0
Aruba,Netherlands,3/1/20,0
Aruba,Netherlands,3/2/20,0
Aruba,Netherlands,3/3/20,0
Aruba,Netherlands,3/4/20,0
Aruba,Netherlands,3/5/20,0
Aruba,Netherlands,3/6/20,0
Aruba,Netherlands,3/7/20,0
Aruba,Netherlands,3/8/20,0
Aruba,Netherlands,3/9/20,0
Aruba,Netherlands,3/10/20,0
Aruba,Netherlands,3/11/20,0
Aruba,Netherlands,3/12/20,0
Aruba,Netherlands,3/13/20,0
Aruba,Netherlands,3/14/20,0
Aruba,Netherlands,3/15/20,0
Aruba,Netherlands,3/16/20,0
Aruba,Netherlands,3/17/20,0
Aruba,Netherlands,3/18/20,0
Aruba,Netherlands,3/19/20,0
Aruba,Netherlands,3/20/20,0
Aruba,Netherlands,3/21/20,0
Aruba,Netherlands,3/22/20,0
Aruba,Netherlands,3/23/20,0
Aruba,Netherlands,3/24/20,1
Aruba,Netherlands,3/25/20,1
Aruba,Netherlands,3/26/20,1
Aruba,Netherlands,3/27/20,1
Aruba,Netherlands,3/28/20,1
Aruba,Netherlands,3/29/20,1
Aruba,Netherlands,3/30/20,1
Aruba,Netherlands,3/31/20,1
Aruba,Netherlands,4/1/20,1
Aruba,Netherlands,4/2/20,1
Aruba,Netherlands,4/3/20,1
Aruba,Netherlands,4/4/20,1
Aruba,Netherlands,4/5/20,1
Aruba,Netherlands,4/6/20,2
Aruba,Netherlands,4/7/20,14
Aruba,Netherlands,4/8/20,14
Aruba,Netherlands,4/9/20,20
Aruba,Netherlands,4/10/20,27
Aruba,Netherlands,4/11/20,29
Aruba,Netherlands,4/12/20,32
Aruba,Netherlands,4/13/20,32
Aruba,Netherlands,4/14/20,32
Aruba,Netherlands,4/15/20,39
Aruba,Netherlands,4/16/20,39
Aruba,Netherlands,4/17/20,43
Aruba,Netherlands,4/18/20,44
Aruba,Netherlands,4/19/20,49
Aruba,Netherlands,4/20/20,49
Aruba,Netherlands,4/21/20,51
Aruba,Netherlands,4/22/20,68
Aruba,Netherlands,4/23/20,68
Aruba,Netherlands,4/24/20,69
Aruba,Netherlands,4/25/20,69
Aruba,Netherlands,4/26/20,73
Aruba,Netherlands,4/27/20,73
Aruba,Netherlands,4/28/20,73
Aruba,Netherlands,4/29/20,73
Aruba,Netherlands,4/30/20,79
Aruba,Netherlands,5/1/20,81
Aruba,Netherlands,5/2/20,81
Aruba,Netherlands,5/3/20,81
Aruba,Netherlands,5/4/20,81
Aruba,Netherlands,5/5/20,82
Aruba,Netherlands,5/6/20,89
Aruba,Netherlands,5/7/20,89
Aruba,Netherlands,5/8/20,89
Aruba,Netherlands,5/9/20,89
Aruba,Netherlands,5/10/20,89
Aruba,Netherlands,5/11/20,89
Aruba,Netherlands,5/12/20,89
Aruba,Netherlands,5/13/20,91
Aruba,Netherlands,5/14/20,93
Aruba,Netherlands,5/15/20,93
Aruba,Netherlands,5/16/20,93
Aruba,Netherlands,5/17/20,93
Aruba,Netherlands,5/18/20,93
Aruba,Netherlands,5/19/20,93
Aruba,Netherlands,5/20/20,95
Aruba,Netherlands,5/21/20,95
Aruba,Netherlands,5/22/20,95
Aruba,Netherlands,5/23/20,95
Aruba,Netherlands,5/24/20,95
Aruba,Netherlands,5/25/20,95
Aruba,Netherlands,5/26/20,95
Aruba,Netherlands,5/27/20,97
Aruba,Netherlands,5/28/20,98
Aruba,Netherlands,5/29/20,98
Aruba,Netherlands,5/30/20,98
Aruba,Netherlands,5/31/20,98
Aruba,Netherlands,6/1/20,98
Aruba,Netherlands,6/2/20,98
Aruba,Netherlands,6/3/20,98
Aruba,Netherlands,6/4/20,98
Aruba,Netherlands,6/5/20,98
Aruba,Netherlands,6/6/20,98
Aruba,Netherlands,6/7/20,98
Aruba,Netherlands,6/8/20,98
Aruba,Netherlands,6/9/20,98
Aruba,Netherlands,6/10/20,98
Aruba,Netherlands,6/11/20,98
Aruba,Netherlands,6/12/20,98
Aruba,Netherlands,6/13/20,98
Aruba,Netherlands,6/14/20,98
Aruba,Netherlands,6/15/20,98
Aruba,Netherlands,6/16/20,98
Aruba,Netherlands,6/17/20,98
Aruba,Netherlands,6/18/20,98
Aruba,Netherlands,6/19/20,98
Aruba,Netherlands,6/20/20,98
Aruba,Netherlands,6/21/20,98
Aruba,Netherlands,6/22/20,98
Aruba,Netherlands,6/23/20,98
Aruba,Netherlands,6/24/20,98
Aruba,Netherlands,6/25/20,98
Aruba,Netherlands,6/26/20,98
Aruba,Netherlands,6/27/20,98
Aruba,Netherlands,6/28/20,98
Aruba,Netherlands,6/29/20,98
Aruba,Netherlands,6/30/20,98
Aruba,Netherlands,7/1/20,98
Aruba,Netherlands,7/2/20,98
Aruba,Netherlands,7/3/20,98
Aruba,Netherlands,7/4/20,98
Aruba,Netherlands,7/5/20,98
Aruba,Netherlands,7/6/20,98
Aruba,Netherlands,7/7/20,98
Aruba,Netherlands,7/8/20,98
Aruba,Netherlands,7/9/20,98
Aruba,Netherlands,7/10/20,98
Aruba,Netherlands,7/11/20,99
Aruba,Netherlands,7/12/20,99
Aruba,Netherlands,7/13/20,99
Aruba,Netherlands,7/14/20,99
Aruba,Netherlands,7/15/20,99
Aruba,Netherlands,7/16/20,100
Aruba,Netherlands,7/17/20,100
Aruba,Netherlands,7/18/20,100
Aruba,Netherlands,7/19/20,100
Aruba,Netherlands,7/20/20,100
Aruba,Netherlands,7/21/20,100
Aruba,Netherlands,7/22/20,100
Aruba,Netherlands,7/23/20,101
Aruba,Netherlands,7/24/20,101
Aruba,Netherlands,7/25/20,102
Aruba,Netherlands,7/26/20,102
Aruba,Netherlands,7/27/20,102
Aruba,Netherlands,7/28/20,102
Aruba,Netherlands,7/29/20,102
Aruba,Netherlands,7/30/20,105
Aruba,Netherlands,7/31/20,105
Aruba,Netherlands,8/1/20,105
Aruba,Netherlands,8/2/20,111
Aruba,Netherlands,8/3/20,112
Aruba,Netherlands,8/4/20,112
Aruba,Netherlands,8/5/20,112
Aruba,Netherlands,8/6/20,114
Aruba,Netherlands,8/7/20,114
Aruba,Netherlands,8/8/20,114
Aruba,Netherlands,8/9/20,114
Aruba,Netherlands,8/10/20,114
Aruba,Netherlands,8/11/20,114
Aruba,Netherlands,8/12/20,114
Aruba,Netherlands,8/13/20,114
"Bonaire, Sint Eustatius and Saba",Netherlands,1/22/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,1/23/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,1/24/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,1/25/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,1/26/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,1/27/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,1/28/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,1/29/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,1/30/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,1/31/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/1/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/2/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/3/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/4/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/5/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/6/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/7/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/8/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/9/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/10/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/11/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/12/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/13/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/14/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/15/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/16/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/17/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/18/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/19/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/20/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/21/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/22/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/23/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/24/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/25/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/26/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/27/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/28/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2/29/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/1/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/2/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/3/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/4/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/5/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/6/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/7/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/8/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/9/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/10/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/11/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/12/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/13/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/14/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/15/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/16/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/17/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/18/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/19/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/20/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/21/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/22/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/23/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/24/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/25/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/26/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/27/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/28/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/29/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/30/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/31/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/1/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/2/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/3/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/4/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/5/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/6/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/7/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/8/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/9/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/10/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/11/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/12/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/13/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/14/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/15/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/16/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/17/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/18/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/19/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/20/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/21/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/22/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/23/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/24/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/25/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/26/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/27/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/28/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/29/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,4/30/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,5/1/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,5/2/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,5/3/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,5/4/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,5/5/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,5/6/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,5/7/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,5/8/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,5/9/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,5/10/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,5/11/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,5/12/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,5/13/20,6
"Bonaire, Sint Eustatius and Saba",Netherlands,5/14/20,6
"Bonaire, Sint Eustatius and Saba",Netherlands,5/15/20,6
"Bonaire, Sint Eustatius and Saba",Netherlands,5/16/20,6
"Bonaire, Sint Eustatius and Saba",Netherlands,5/17/20,6
"Bonaire, Sint Eustatius and Saba",Netherlands,5/18/20,6
"Bonaire, Sint Eustatius and Saba",Netherlands,5/19/20,6
"Bonaire, Sint Eustatius and Saba",Netherlands,5/20/20,6
"Bonaire, Sint Eustatius and Saba",Netherlands,5/21/20,6
"Bonaire, Sint Eustatius and Saba",Netherlands,5/22/20,6
"Bonaire, Sint Eustatius and Saba",Netherlands,5/23/20,6
"Bonaire, Sint Eustatius and Saba",Netherlands,5/24/20,6
